,entity,label,occurrences
831,28.06.2020,CARDINAL,4
832,13,CARDINAL,4
833,80%,PERCENT,4
834,Gambia,GPE,4
835,13.03.2020,CARDINAL,4
836,7,CARDINAL,4
837,Algeria,GPE,4
838,anti-Semitic,NORP,4
839,12.12.2020,DATE,4
840,"2,000",CARDINAL,4
841,Brazilians,NORP,4
842,Pope Francis,PERSON,4
843,Britons,PERSON,4
844,Pacific,LOC,4
845,Joe Biden's,PERSON,4
846,East African,NORP,4
847,21.03.2020,CARDINAL,4
848,over 100,CARDINAL,4
849,500,CARDINAL,4
850,February 2021,DATE,4
851,the White House,ORG,4
852,25.02.2020,CARDINAL,4
853,DW Business International,ORG,4
854,South Korea's,GPE,4
855,December 27,DATE,4
856,2009,DATE,4
857,days,DATE,4
858,11.12.2020,DATE,4
859,Geneva,GPE,4
860,Kremlin,ORG,4
861,mid-June,DATE,4
862,26.09.2020,DATE,4
863,&,ORG,4
864,Marcel Fürstenau,PERSON,4
865,25.10.2020,CARDINAL,4
866,one million,CARDINAL,4
867,Saeb Erekat,PERSON,4
868,"150,000",CARDINAL,4
869,20 million,CARDINAL,4
870,Tübingen,ORG,4
871,the coming months,DATE,4
872,60,CARDINAL,4
873,Los Angeles,GPE,4
874,100 million,CARDINAL,4
875,six-month,DATE,4
876,27.12.2020,DATE,4
877,Solidarity,ORG,4
878,11,CARDINAL,4
879,Siemens,ORG,4
880,2015,DATE,4
881,these days,DATE,4
882,5 million,CARDINAL,4
883,Budapest,GPE,4
884,Hardy Graupner,PERSON,4
885,Ines Pohl,ORG,4
886,Kerala,GPE,4
887,Sri Lanka's,GPE,4
888,At least two,CARDINAL,4
889,AstraZeneca COVID,ORG,4
890,millions of dollars,MONEY,4
891,Oktoberfest,LOC,4
892,Elizabeth II,PERSON,4
893,13.03.2021,DATE,4
894,the new year,DATE,4
895,14.02.2020,CARDINAL,4
896,Cold War,EVENT,4
897,DHL,ORG,4
898,400,CARDINAL,4
899,14.04.2020,DATE,4
900,Senegal,GPE,4
901,"500,000",CARDINAL,4
902,26,CARDINAL,4
903,Slovakia,GPE,4
904,Oxford-AstraZeneca,ORG,4
905,Saxony,GPE,4
906,Islamabad,GPE,4
907,Global Media Forum,ORG,4
908,Champions League,ORG,4
909,Islamist,NORP,4
910,Roy,PERSON,4
911,mid-December,DATE,4
912,BJP,ORG,4
913,Cairo,GPE,4
914,Marina Strauss,PERSON,3
915,Sydney,GPE,3
916,21.05.2020,DATE,3
917,Ashutosh Pandey,PERSON,3
918,Lower Saxony,LOC,3
919,The World Health Organization's,ORG,3
920,April 2020,DATE,3
921,Afghan,NORP,3
922,dozen,CARDINAL,3
923,one-day,DATE,3
924,Las Vegas,GPE,3
925,Libya,GPE,3
926,just days,DATE,3
927,Africa Link on Air –,WORK_OF_ART,3
928,29,CARDINAL,3
929,COVID 19,DATE,3
930,14.12.2020,DATE,3
931,13.10.2020,CARDINAL,3
932,May 4,DATE,3
933,10 days,DATE,3
934,Janet Yellen,PERSON,3
935,11.04.2020,CARDINAL,3
936,New Year's,EVENT,3
937,the EU Chamber of Commerce,ORG,3
938,Republican,NORP,3
939,14.10.2020,DATE,3
940,4,CARDINAL,3
