,text
935,"['biontech', 'ceo', 'confident', 'vaccine', 'work', 'british', 'variant', 'globe', 'mail', 'ugur', 'sahin', 'said', 'vaccine', 'could', 'adjusted', 'new', 'variant', 'six', 'week', 'necessary']"
936,"['biontech', 'every', 'stone', 'scale', 'vaccine', 'production', 'tell', 'cnn', 'cnn', 'maker', 'coronavirus', 'vaccine', 'turning', 'every', 'stone', 'scale', 'production', 'capacity', 'europe', 'continues', 'suffer', 'deficit', 'vaccine', 'supply']"
937,"['begun', 'testing', 'coronavirus', 'vaccine', 'child', 'age', '6', 'month', '12', 'daily', 'mail', 'online', 'pfizer', 'inc', 'german', 'partner', 'biontech', 'se', 'began', 'wednesday', 'testing', 'vaccine', 'child', 'age', 'six', 'month', 'and12', 'year']"
938,"['pfizer', 'biontech', 'say', 'vaccine', 'stored', 'warmer', 'temperature', 'washington', 'time', 'pfizer', 'coronavirus', 'vaccine', 'stored', 'regular', 'freezer', 'pharmaceutical', 'giant', 'partner', 'biontech', 'said', 'friday']"
939,"['coronavirus', 'vaccine', 'could', 'ready', 'approval', 'thehill', 'ugur', 'sahin', 'told', 'cnn', 'pfizer', 'biontech', 'partnership', 'showing', 'positive', 'result']"
940,"['former', 'fda', 'suggests', 'delay', 'getting', 'vaccine', 'nursing', 'home', 'probably', 'avoidable', 'resident', 'care', 'facility', 'among', 'first', 'people', 'receive', 'coronavirus', 'vaccine', 'developed', 'pfizer', 'biontech', 'already', 'distribution', 'delay', 'could', 'prove', 'costly', 'population', 'group', 'particularly', 'vulnerable', 'severe', 'case', 'vaccine', 'authorized', 'emergency', 'use', 'last', 'week', 'expected', 'roll', 'monday', 'cv', 'walgreens', 'two', 'company', 'distribute', 'shot', 'many', 'nursing', 'home', 'said', 'told', 'administer', 'location', 'week', '21', 'although', 'human', 'health', 'service', 'secretary', 'alex', 'azar', 'contradicted', 'timeline', 'news', 'created', 'confusion', 'former', 'food', 'drug', 'administration', 'commissioner', 'scott', 'gottlieb', 'broke', 'process', 'cbs', 'news', 'margaret', 'brennan', 'sunday', 'gottlieb', 'explained', 'critical', 'issue', 'government', 'gone', 'nursing', 'home', 'get', 'consent', 'individual', 'patient', 'care', 'facility', 'need', 'done', 'employee', 'cv', 'walgreens', 'administer', 'belief', 'costly', 'delay', 'may', 'avoidable', 'despite', 'regulatory', 'order', 'think', 'could', 'gotten', 'ahead', 'fda', 'emergency', 'use', 'authorization', 'gottlieb', 'said', 'clearing', 'fact', 'sheet', 'pfizer', 'trial', 'data', 'fda', 'ahead', 'official', 'hearing', 'maybe', 'even', 'provide', 'limited', 'emergency', 'use', 'authorization', 'nursing', 'home', 'however', 'done', 'right', 'delay', 'covid19', 'vaccine', 'nursing', 'home', 'scottgottliebmd', 'break', 'costly', 'delay', 'lot', 'death', 'happening', 'face', 'nation', 'facethenation', 'december', '13', '2020more', 'story', 'become', 'trump', 'border', 'wall', 'constitution', 'answer', 'seditious', 'member', 'congress', 'couple', 'therapy', 'suggests', 'relationship', 'pandemic']"
941,"['germany', 'angela', 'merkel', 'thanks', 'team', 'biontech', 'washington', 'time', 'german', 'chancellor', 'angela', 'merkel', 'friday', 'thanked', 'founder', 'biontech', 'behind', 'coronavirus', 'vaccine', 'developed', 'pfizer']"
942,"['scientist', 'behind', 'biontech', 'jab', 'working', 'cancer', 'vaccine', 'german', 'company', 'behind', 'approved', 'vaccine', 'developing', 'jab', 'help', 'fight', 'cancer', 'may', 'available', 'soon', 'two', 'already', 'working']"
943,"['pfizer', 'say', 'virus', 'vaccine', '90', 'effective', 'rnz', 'news', 'u', 'pharmaceutical', 'giant', 'german', 'partner', 'biontech', 'se', 'first', 'drugmakers', 'release', 'successful', 'data', 'clinical', 'trial', 'coronavirus', 'vaccine']"
944,"['country', 'already', 'using', 'pfizer', 'coronavirus', 'vaccine', 'include', 'uk', 'u', 'canada', 'singapore', 'abc', 'news', 'australia', 'new', 'zealand', 'received', 'shipment', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'two', 'month', 'many', 'european', 'country', 'already', 'inoculating', 'population']"
945,"['huge', 'move', 'sanjay', 'gupta', 'uk', 'approval', 'pfizer', 'biontech', 'vaccine', 'cnn', 'video', 'united', 'kingdom', 'become', 'first', 'western', 'nation', 'approve', 'vaccine', 'landmark', 'moment', 'coronavirus', 'pandemic', 'pave', 'way', 'first', 'dos', 'rolled', 'across', 'country', 'cnn', 'sanjay', 'gupta', 'discus']"
946,"['biontech', 'recruit', 'rival', 'boost', 'vaccine', 'production', 'wsj', 'german', 'company', 'joined', 'force', 'pfizer', 'make', 'west', 'first', 'vaccine', 'forming', 'alliance', 'firm', 'pfizer', 'rival', 'effort', 'meet', 'production', 'target']"
947,"['vaccine', 'program', 'start', 'clinical', 'trial', 'u', 'cnn', 'video', 'german', 'drugmaker', 'biontech', 'partnership', 'u', 'giant', 'pfizer', 'started', 'clinical', 'trial', 'coronavirus', 'vaccine', 'cnn', 'fred', 'pleitgen', 'speaks', 'biontech', 'ceo', 'ugur', 'sahin', 'progress']"
948,"['medical', 'breakthrough', 'way', 'thanks', 'biontech', 'coronavirus', 'vaccine', 'news', 'time', 'saving', 'world', 'dr', 'katalin', 'kariko', 'always', 'sideline', 'busy', 'year', 'producing', 'world', 'first', 'currently', 'effective', 'coronavirus', 'vaccine', 'keen', 'return', 'day', 'job']"
949,"['oxford', 'vaccine', 'trial', 'produce', 'immune', 'response', 'among', 'elderly', 'young', 'globe', 'mail', 'vaccine', 'expected', 'one', 'first', 'big', 'pharma', 'secure', 'regulatory', 'approval', 'along', 'pfizer', 'biontech', 'candidate', 'world', 'try', 'plot', 'path', 'pandemic']"
950,"['vaccine', 'work', 'new', 'uk', 'covid', 'strain', 'study', 'needed', 'say', 'jab', 'bos', 'mirror', 'online', 'biontech', 'chief', 'executive', 'ugur', 'sahin', 'said', 'news', 'uk', 'new', 'variant', 'viewed', 'degree', 'soberness', 'said', 'mutation', 'would', 'investigated']"
951,"['biontech', 'bos', 'confident', 'coronavirus', 'vaccine', 'work', 'new', 'variant', 'uk', 'news', 'sky', 'news', 'take', 'around', 'two', 'week', 'know', 'certain', 'vaccine', 'still', 'effective', 'mutation', 'say', 'mr', 'sahin']"
952,"['biontech', 'ceo', 'confident', 'vaccine', 'work', 'uk', 'variant', 'berlin', 'ap', 'german', 'pharmaceutical', 'company', 'biontech', 'confident', 'coronavirus', 'vaccine', 'work', 'new', 'uk', 'variant', 'study', 'needed', 'completely', 'sure', 'chief']"
953,"['pfizer', 'vaccine', 'announcement', 'mean', 'pfizer', 'working', 'german', 'biotech', 'company', 'biontech', 'released', 'interim', 'analysis', 'suggesting', 'vaccine', '90', 'effective', 'preventing']"
954,"['first', 'batch', 'vaccine', 'arrives', 'ireland', 'first', 'batch', 'pfizer', 'biontech', 'vaccine', 'arrived', 'ireland', 'initial', 'vaccination', 'expected', 'administered', 'wednesday']"
955,"['pfizer', 'moderna', 'testing', 'vaccine', 'uk', 'coronavirus', 'variant', 'drug', 'giant', 'pfizer', 'moderna', 'testing', 'new', 'coronavirus', 'vaccine', 'see', 'work', 'new', 'mutated', 'version', 'sweeping', 'across', 'uk', '40', 'nation', 'restricted', 'travel', 'britain', 'government', 'weekend', 'expressed', 'warned', 'new', 'easier', 'catch', 'variant', 'running', 'control', 'high', 'risk', 'people', 'already', 'given', 'first', 'shot', 'pfizer', 'vaccine', 'uk', 'vaccine', 'also', 'authorised', 'use', 'america', 'based', 'data', 'date', 'expect', 'moderna', 'immunity', 'would', 'protective', 'variant', 'recently', 'described', 'uk', 'moderna', 'said', 'statement', 'performing', 'additional', 'test', 'coming', 'week', 'confirm', 'expectation', 'pfizer', 'said', 'generating', 'data', 'well', 'blood', 'sample', 'people', 'immunized', 'vaccine', 'may', 'able', 'neutralize', 'new', 'strain', 'ugur', 'sahin', 'chief', 'executive', 'biontech', 'pfizer', 'vaccine', 'said', 'company', 'confident', 'vaccine', 'effective', 'uk', 'mutation', 'coronavirus', 'estimated', 'modified', 'vaccine', 'could', 'made', 'six', 'week', 'told', 'german', 'press', 'agency', 'although', 'vaccine', 'tested', 'new', 'infectious', 'mutation', 'scientifically', 'highly', 'likely', 'immune', 'response', 'vaccine', 'also', 'deal', 'new', 'virus', 'already', 'tested', 'vaccine', 'around', '20', 'virus', 'variant', 'mutation', 'immune', 'response', 'produced', 'vaccine', 'always', 'inactivated', 'form', 'mr', 'sahin', 'said', 'even', 'current', 'vaccine', 'found', 'ineffective', 'company', 'infrastructure', 'place', 'provide', 'modified', 'vaccine', 'within', 'six', 'week', 'principle', 'beauty', 'messenger', 'technology', 'directly', 'start', 'engineer', 'vaccine', 'completely', 'mimic', 'new', 'mutation', 'could', 'able', 'provide', 'new', 'vaccine', 'technically', 'within', 'six', 'week', 'mr', 'sahin', 'said', 'testing', 'next', 'two', 'week', 'would', 'determine', 'vaccine', 'effectiveness', 'new', 'uk', 'strain', 'virus', 'tuesday', 'morning', 'total', '45', 'country', 'uk', 'traveller', 'including', '23', 'eu', '27', 'member', 'state', 'severity', 'ban', 'varies', 'spain', 'ban', 'visitor', 'britain', 'croatia', 'suspension', 'flight', 'january', '31', 'among', 'overnight', 'addition', 'entry', 'list', 'jamaica', 'grenada', 'dominican', 'republic', 'nation', 'attempted', 'keep', 'track', 'entry', 'new', 'variant', 'reported', 'first', 'patient', 'italy', 'thought', 'new', 'strain', 'italian', 'spy', 'husband', 'former', 'british', 'army', 'officer', 'unnamed', 'woman', '42', 'work', 'aise', 'italian', 'equivalent', 'mi6', 'husband', 'understood', 'flown', 'rome', 'fiumicino', 'airport', 'uk', 'last', 'day', 'former', 'british', 'army', 'officer', 'reportedly', 'general', 'work', 'financial', 'institution', 'rome', 'home', 'isolation', 'said', 'mild', 'symptom', 'need', 'declared', 'country', 'patient', 'zero', 'strain', 'italy', 'want', 'trace', 'test', 'estimated', 'people', 'flew', 'uk', 'december', 'bid', 'discover', 'suffering', 'mutant', 'strain', 'authority', 'want', 'locate', 'traveler', 'swab', 'coronavirus', 'trace', 'family', 'friend', 'contact', 'huge', 'logistical', 'challenge', 'italian', 'commentator', 'medical', 'expert', 'highly', 'critical', 'fact', 'took', 'british', 'authority', 'long', 'publicly', 'announce', 'discovery', 'new', 'strain', 'virus', 'highly', 'alarming', 'situation', 'caused', 'delay', 'communication', 'british', 'authority', 'said', 'corriere', 'della', 'serum', 'newspaper', 'tuesday', 'meanwhile', 'singapore', 'ban', 'visitor', 'travel', 'history', 'uk', 'australia', 'new', 'south', 'wale', 'midnight', 'wednesday', 'passenger', 'location', 'also', 'unable', 'transit', 'singapore', 'changi', 'international', 'airport', 'returning', 'singaporean', 'permanent', 'resident', 'travel', 'history', 'uk', 'last', '14', 'day', 'required', 'undergo', 'polymerase', 'chain', 'reaction', 'pcr', 'test', 'upon', 'arrival', 'singapore', 'starting', 'quarantine']"
956,"['saudi', 'arabia', 'approves', 'pfizer', 'coronavirus', 'vaccine', 'thehill', 'saudi', 'arabia', 'approved', 'pfizer', 'biontech', 'vaccine', 'thursday', 'according', 'state', 'news', 'agency', 'spa', 'making', 'fourt']"
957,"['upcoming', 'fight', 'vaccine', 'scoop', 'news', 'recent', 'day', 'two', 'u', 'pharmaceutical', 'company', 'announced', 'vaccine', 'could', 'available', 'december', 'pfizer', 'partnered', 'biontech', 'said', '95', 'percent', 'success', 'rate', 'clinical', 'trial', 'biotechnology']"
958,"['vaccine', 'become', 'available', 'reuters', 'pfizer', 'inc', 'partner', 'biontech', 'se', 'moderna', 'inc', 'released', 'trial', 'data', 'showing', 'vaccine', '95', 'effective', 'preventing', 'illness', 'astrazeneca', 'plc', 'week', 'said', 'vaccine', 'could', '90', 'effective']"
959,"['pfizer', 'biontech', 'seek', 'fda', 'authorization', 'vaccine', 'time', 'vaccine', 'request', 'fda', 'would', 'dramatic', 'milestone', 'pandemic']"
960,"['new', 'zealand', 'buy', 'enough', 'pfizer', 'vaccine', 'entire', 'population', 'reuters', 'new', 'zealand', 'buy', 'additional', 'vaccine', 'developed', 'pfizer', 'inc', 'germany', 'biontech', 'enough', 'vaccinate', 'whole', 'country', 'prime', 'minister', 'jacinda', 'ardern', 'said', 'monday']"
961,"['eu', 'greenlights', 'vaccine', 'fox', 'news', 'european', 'commission', 'gave', 'final', 'approval', 'pfizer', 'biontech', 'vaccine', 'monday', 'hour', 'europe', 'regulatory', 'agency', 'endorsed', 'product', 'final', 'approval', 'officially', 'clear', 'way', 'jab', 'distributed', 'administered', 'within', 'week']"
962,"['pfizer', 'biontech', 'say', 'coronavirus', 'vaccine', '95', 'effective', 'safety', 'concern', 'cnn', 'pfizer', 'coronavirus', 'vaccine', '95', 'effective', 'preventing', 'infection', 'even', 'older', 'adult', 'caused', 'serious', 'safety', 'concern', 'company', 'said', 'wednesday']"
963,"['pfizer', 'irked', 'belgian', 'politician', 'publishes', 'vaccine', 'price', 'drugmaker', 'pfizer', 'complained', 'breach', 'confidentiality', 'politician', 'belgium', 'published', 'thursday', 'price', 'per', 'dose', 'vaccine', 'ordered', 'country', 'according', 'belgian', 'newspaper', 'belgian', 'secretary', 'state', 'eva', 'de', 'bleeker', 'tweeted', 'table', 'number', 'dos', 'price', 'per', 'dose', 'vaccine', 'debate', 'belgian', 'budget', 'parliament', 'pfizer', 'german', 'partner', 'biontech', 'whose', 'vaccine', 'first', 'approved', 'western', 'regulator', 'among', 'supplier', 'european', 'union', 'including', 'belgium']"
964,"['bulgaria', 'us', 'hot', 'dog', 'truck', 'deliver', 'covid', 'vaccine', 'daily', 'mail', 'online', 'box', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'lifted', 'sausage', 'van', 'bulgaria', 'eu', 'nation', 'received', 'first', 'dos', 'jab']"
965,"['biontech', 'confident', 'vaccine', 'work', 'new', 'strain', 'however', 'study', 'needed', 'completely', 'sure', 'say', 'chief', 'executive']"
966,"['pfizer', 'biontech', 'vaccine', 'pose', 'global', 'logistics', 'challenge', 'pharmaceutical', 'industry', 'guardian', 'europe', 'u', 'create', 'vast', 'facility', 'vaccine', 'poorer', 'nation', 'lack', 'infrastructure', 'say', 'expert']"
967,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'candidate', 'get', 'fda', 'track', 'status', 'reuters', 'pfizer', 'inc', 'partner', 'biontech', 'se', 'said', 'monday', 'two', 'experimental', 'coronavirus', 'vaccine', 'received', 'track', 'designation', 'health', 'agency', 'speeding', 'regulatory', 'review', 'process']"
968,"['pay', 'pfizer', 'biontech', 'billion', 'vaccine', 'reuters', 'government', 'pay', 'nearly', '2', 'billion', 'buy', 'enough', 'vaccine', 'developed', 'pfizer', 'inc', 'german', 'biotech', 'biontech', 'se', 'innoculate', '50', 'million', 'people', 'prof', 'safe', 'effective', 'company', 'said', 'wednesday']"
969,"['eu', 'commission', 'authorise', 'vaccine', 'day', 'regulatory', 'approval', 'european', 'commission', 'likely', 'give', 'final', 'authorisation', 'vaccine', 'day', 'eu', 'drug', 'regulator', 'approves', 'spokesman', 'eu', 'executive', 'said', 'tuesday', 'european', 'medicine', 'agency', 'ema', 'said', 'earlier', 'tuesday', 'planned', 'decide', 'whether', 'approve', 'vaccine', 'developed', 'pfizer', 'biontech', 'dec', '29', '12', 'shot', 'developed', 'moderna', 'eu', 'rule', 'ema', 'recommends', 'authorisation', 'drug', 'vaccine', 'eu', 'commission', 'authorises', 'basis', 'ema', 'scientific', 'advice', 'consultation', '27', 'eu', 'state']"
970,"['american', 'face', 'growing', 'raft', 'restriction', 'emergency', 'vaccine', 'request', 'filed', 'emergency', 'use', 'authorisation', 'request', 'vaccine', 'developed', 'pfizer', 'biontech', 'expected', 'filed', 'today']"
971,"['oxford', 'trial', 'look', 'interim', 'phase', 'iii', 'data', '53', 'infection', 'investigator', 'oxford', 'university', 'start', 'initial', 'analysis', 'data', 'trial', 'experimental', 'vaccine', 'developing', 'astrazeneca', '53', 'infection', 'among', 'volunteer', 'study', 'chief', 'investigator', 'said', 'thursday', 'oxford', 'vaccine', 'group', 'director', 'andrew', 'pollard', 'said', 'medium', 'briefing', 'lot', 'case', 'infection', 'phase', 'iii', 'trial', 'britain', 'brazil', 'south', 'africa', 'first', 'two', 'set', 'interim', 'data', 'vaccine', 'trial', 'pfizer', 'biontech', 'last', 'week', 'moderna', 'monday', 'released', '90', 'infection', 'among', 'volunteer']"
972,"['pfizer', 'find', 'covid', 'vaccine', 'safe', 'effective', 'child', '12', '15', 'coronavirus', 'guardian', 'drug', 'firm', 'partnership', 'biontech', 'seek', 'u', 'emergency', 'approval', 'trial', 'found', 'vaccine', 'child']"
973,"['explainer', 'shot', 'dark', 'early', 'vaccine', 'efficacy', 'explained', 'moderna', 'inc', 'delivered', 'latest', 'good', 'news', 'vaccine', 'developer', 'saying', 'experimental', 'vaccine', 'effective', 'preventing', 'disease', 'based', 'interim', 'data', 'trial', 'pfizer', 'biontech', 'se', '9', 'trumpeted', 'early', 'data', 'indicating', 'mrna', 'candidate']"
974,"['vaccine', 'second', 'dose', 'long', 'gap', 'first', 'second', 'covid', 'jab', 'science', 'behind', 'scotsman', 'top', 'pfizer', 'biontech', 'scientist', 'weighs', 'debate', 'long', 'safe', 'wait', 'first', 'second', 'coronavirus', 'jab']"
975,"['pfizer', 'trial', 'look', 'mrna', 'vaccine', 'advantage', 'mass', 'production', 'pharmaceutical', 'giant', 'pfizer', 'working', 'german', 'biotech', 'company', 'biontech', 'released', 'interim', 'analysis', 'suggesting', 'vaccine', '90', 'effective', 'preventing', 'mean', 'general', 'population']"
976,"['pfizer', 'deliver', 'vaccine', 'faster', 'expected', 'boston', 'globe', 'ceo', 'albert', 'bourla', 'said', 'drug', 'maker', 'partner', 'biontech', 'deliver', 'dos', 'well', 'earlier', 'july', '31', 'deadline', 'due', 'change', 'allows', 'health', 'care', 'provider', 'extract', 'additional', 'dose', 'vial']"
977,"['covid', 'vaccine', 'decision', 'yet', 'whether', 'brit', '50', 'get', 'access', 'pfizer', 'jab', 'daily', 'star', 'initial', 'result', 'pfizer', 'vaccine', 'partner', 'biontech', 'suggest', 'jab', '90', 'effective', 'protecting', 'people', 'raising', 'hope', 'vaccine', 'distributed', 'brit', 'soon']"
978,"['coronavirus', 'vaccine', 'pfizer', 'applies', 'eu', 'emergency', 'authorisation', 'jab', 'mirror', 'online', 'pfizer', 'biontech', 'applied', 'european', 'drug', 'regulator', 'conditional', 'authorization', 'vaccine', 'following', 'similar', 'step', 'united', 'state', 'britain', 'company', 'said', 'tuesday']"
979,"['canada', 'approves', 'pfizer', 'coronavirus', 'vaccine', 'fox', 'news', 'canadian', 'health', 'official', 'wednesday', 'granted', 'approval', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'becoming', 'second', 'western', 'country', 'recent', 'day']"
980,"['pfizer', 'shot', 'could', 'shipped', 'within', '24', 'hour', 'canadian', 'approval', 'shipment', 'vaccine', 'canada', 'could', 'start', 'within', '24', 'hour', 'canadian', 'health', 'authority', 'approve', 'shot', 'top', 'official', 'pharmaceutical', 'company', 'biontech', 'told', 'cbc', 'sunday', 'comparing', 'timeline', 'achieved', 'britain', 'vaccine', 'jointly', 'developed', 'pfizer', 'german', 'partner', 'biontech', 'expected', 'first', 'secure', 'approval', 'canada', 'though', 'country', 'signed', 'supply', 'deal', 'seven', 'manufacturer', 'since', 'britain', 'approved', 'pfizer', 'vaccine', 'last', 'week', 'taking', 'pole', 'position', 'global', 'race', 'begin', 'crucial', 'mass', 'inoculation', 'programme', 'history', 'focus', 'shifted', 'quickly', 'country', 'could', 'move', 'shot', 'would', 'available', 'public']"
981,"['eu', 'seek', '100', 'million', 'dos', 'pfizer', 'vaccine', 'new', 'deal', 'source', 'reuters', 'european', 'union', 'talk', 'pfizer', 'biontech', 'ordering', '100', 'million', 'dos', 'vaccine', 'three', 'source', 'close', 'matter', 'said', 'tuesday', 'european', 'government', 'battle', 'speed', 'immunisation']"
982,"['pfizer', 'target', 'least', '2', 'billion', 'vaccine', 'dos', 'year', 'see', '15', 'billion', '2021', 'shot', 'reuters', 'pfizer', 'inc', 'said', 'tuesday', 'expects', 'generate', '15', 'billion', 'quarter', 'total', 'revenue', 'year', 'sale', 'vaccine', 'german', 'partner', 'biontech', 'se']"
983,"['swiss', 'get', 'moderna', 'vaccine', 'tranche', 'blick', 'moderna', 'deliver', 'million', 'dos', 'vaccine', 'switzerland', 'batch', 'month', 'ahead', 'putting', 'country', 'among', 'world', 'leader', 'inoculating', 'population', 'head', 'moderna', 'european', 'business', 'said', 'staner', 'said', 'switzerland', 'would', 'get', 'privileged', 'treatment', 'first', 'country', 'chose', 'moderna', 'supplier', 'swiss', 'regulator', 'approved', 'vaccine', 'moderna', 'pfizer', 'partner', 'biontech']"
984,"['biontech', 'founder', 'warn', 'vaccine', 'supply', 'gap', 'report', 'toronto', 'sun', 'berlin', 'biontech', 'working', 'flat', 'partner', 'pfizer', 'boost', 'production', 'vaccine', 'founder', 'said', 'warning', 'would', 'gap']"
985,"['pfizer', 'report', 'encouraging', 'early', 'vaccine', 'test', 'result', 'first', 'four', 'experimental', 'vaccine', 'tested', 'pfizer', 'german', 'partner', 'biontech', 'showed', 'encouraging', 'result', 'early', 'testing', '45', 'people', 'company', 'said']"
986,"['may', 'able', 'fly', 'india', '8', 'british', 'covid', 'vaccine', 'early', 'next', 'year', 'used', 'tourist', 'got', 'vaccinated', '2021', 'tourist', 'could', 'find', 'traveling', 'get', 'doctor', 'try', 'get', 'vaccine', 'resistersindia', 'look', 'set', 'first', 'country', 'vaccine', 'tourism', 'could', 'become', 'bona', 'fide', 'cottage', 'industry', 'world', 'largest', 'vaccine', 'manufacturer', 'serum', 'institute', 'india', 'said', 'would', 'begin', 'selling', 'vaccine', 'privately', 'early', 'march', 'serum', 'institute', 'licensing', 'deal', 'produce', 'coronavirus', 'vaccine', 'developed', 'astrazeneca', 'university', 'oxford', 'indeed', 'already', 'manufactured', '40', 'million', 'dos', 'monday', 'serum', 'institute', 'lodged', 'first', 'formal', 'application', 'emergency', 'use', 'approval', 'astrazeneca', 'vaccine', 'india', 'expects', 'shot', 'approved', 'use', 'new', 'company', 'expects', 'sell', '20', 'million', '30', 'million', 'dos', 'private', 'facility', 'according', 'adar', 'poonawalla', 'chief', 'everybody', 'asking', 'access', 'vaccine', 'told', 'guy', 'probably', 'going', 'march', 'april', 'poonawalla', 'told', 'financial', 'daily', 'beast', 'reached', 'poonawalla', 'requesting', 'world', 'largest', 'vaccine', 'manufacturer', 'number', 'dos', 'produced', 'sold', 'globally', 'expects', 'astrazeneca', 'vaccine', 'retail', '8', 'private', 'market', 'india', 'indian', 'government', 'looking', '300', 'million', 'dos', 'july', 'serum', 'set', 'philanthropic', 'price', '3', 'dose', 'poonawalla', 'told', 'percent', 'indian', 'population', 'estimated', '812', 'million', 'people', 'live', 'regional', 'poverty', 'line', 'per', 'availability', 'vaccine', 'prepared', 'pay', 'poor', 'country', 'india', 'raise', 'uncomfortable', 'ethical', 'question', 'largely', 'avoided', 'pharmaceutical', 'company', 'behind', 'vaccine', 'far', 'restricting', 'product', 'official', 'government', 'channel', 'government', 'million', 'dos', 'even', 'company', 'willing', 'sell', 'privately', 'would', 'discharge', 'government', 'contract', 'first', 'may', 'take', 'month', 'even', 'year', 'astrazeneca', 'pledged', 'sell', 'vaccine', 'cost', 'pandemic', 'however', 'ft', 'separately', 'reported', 'drug', 'maker', 'unilaterally', 'declare', 'pandemic', 'soon', 'july', 'unclear', 'serum', 'institute', 'hope', 'sell', 'million', 'dos', 'vaccine', 'privately', 'mesh', 'previously', 'announced', 'term', 'licensing', 'deal', 'astrazeneca', 'designed', 'provide', '1', 'billion', 'dos', 'vaccine', 'also', 'warning', 'likely', 'thriving', 'trade', 'fake', 'vaccine', 'europol', 'warned', 'member', 'state', 'europe', 'organized', 'criminal', 'highly', 'likely', 'manufacture', 'fraudulent', 'vaccine', 'take', 'advantage', 'expected', 'massive', 'agency', 'also', 'warned', 'risk', 'criminal', 'hijacking', 'vaccine', 'shipment', 'black', 'public', 'health', 'official', 'said', 'vaccination', 'run', 'nh', 'none', 'shot', 'sold', 'private', 'clinic', 'pfizer', 'pharmaceutical', 'group', 'developed', 'vaccine', 'biontech', 'said', 'recently', 'plan', 'supply', 'vaccine', 'private', 'sector', 'foreseeable', 'johnson', 'johnson', 'received', 'around', '500', 'million', 'development', 'funding', 'operation', 'warp', 'speed', 'well', 'commitment', 'buy', '100', 'million', 'dos', '1', 'billion', 'said', 'made', 'commitment', 'india', 'one', 'possible', 'location', 'vaccine', 'tourist', 'consider', 'russia', 'gamaleya', 'institute', 'asked', 'foreigner', 'interested', 'getting', 'shot', 'controversial', 'sputnik', 'v', 'vaccine', 'subscribe', 'sputnik', 'v', 'social', 'medium', 'channel', 'learn', 'sputnik', 'v', 'available', 'foreign', 'citizen', 'form', 'orderly', 'line', 'daily', 'top', 'story', 'inbox', 'every', 'day', 'sign', 'daily', 'beast', 'membership', 'beast', 'inside', 'go', 'deeper', 'story', 'matter', 'learn']"
987,"['duterte', 'say', 'filipino', 'use', 'pfizer', 'vaccine', 'tout', 'sinovac', 'deal', 'reuters', 'philippine', 'president', 'rodrigo', 'duterte', 'said', 'monday', 'would', 'stop', 'filipino', 'getting', 'shot', 'vaccine', 'made', 'pfizer', 'biontech', 'despite', 'report', 'norway', 'death', 'among', 'frail', 'elderly', 'people', 'inoculated']"
988,"['eu', 'greenlights', 'vaccine', 'agency', 'give', 'safety', 'ok', 'brussels', 'ap', 'european', 'union', 'monday', 'gave', 'official', 'approval', 'coronavirus', 'vaccine', 'developed', 'biontech', 'pfizer', 'used', 'across', 'bloc', 'raising', 'hope', 'country']"
989,"['canada', 'scrambling', 'smaller', 'syrinx', 'ahead', 'expected', 'pfizer', 'vaccine', 'label', 'change', 'vancouver', 'sun', 'ottawa', 'pfizer', 'biontech', 'cut', 'back', 'many', 'vial', 'vaccine', 'send', 'canada', 'year', 'federal', 'health', 'regulator', 'agrees']"
990,"['pfizer', 'biontech', 'vaccine', 'win', 'uk', 'authorization', 'first', 'west', 'fox', 'news', 'became', 'first', 'western', 'nation', 'grant', 'authorization', 'vaccine', 'clearing', 'shot', 'developed', 'pfizer', 'biontech', 'se', 'germany', 'distributed', 'limited', 'number', 'within', 'day']"
991,"['australian', 'share', 'fall', 'wall', 'street', 'high', 'vaccine', 'wear', 'abc', 'news', 'australian', 'share', 'slipped', 'second', 'consecutive', 'day', 'initial', 'excitement', 'pfizer', 'biontech', 'vaccine', 'subsided', 'investor', 'cashed', 'strong', 'rally']"
992,"['vaccine', 'data', 'europe', 'hacked', 'company', 'say', 'globe', 'mail', 'pfizer', 'biontech', 'said', 'believe', 'personal', 'data', 'trial', 'participant', 'compromised']"
993,"['pfizer', 'vaccine', 'production', 'rise', 'pandemic', 'hit', 'mark', 'reuters', 'pfizer', 'inc', 'german', 'partner', 'biontech', 'se', 'exceed', 'original', 'global', 'production', 'target', 'vaccine', 'much', '20', 'year', 'ramp', 'production', 'year', 'global', 'pandemic', 'pfizer', 'chief', 'executive', 'albert', 'bourla', 'said', 'thursday']"
994,"['lot', 'people', 'go', 'grave', 'desantis', 'take', 'precaution', 'vaccine', 'haseltine', 'united', 'kingdom', 'become', 'first', 'country', 'formally', 'approve', 'pfizer', 'biontech', 'vaccine', 'infectious', 'disease', 'expert', 'william', 'haseltine', 'join', 'chris', 'jansing', 'react', 'news', 'explain', 'pharmaceutical', 'company', 'need', 'receive', 'american', 'trust']"
