,text
301,"['bill', 'gate', 'virus', 'quest', 'vaccinate', 'world', 'head', 'one', 'world', 'largest', 'vaccine', 'manufacturer', 'problem', 'adar', 'poonawalla', 'chief', 'executive', 'serum', 'institute', 'india', 'needed', '850', 'million', 'could', 'begin', 'producing', 'dos', 'promising', 'coronavirus', 'vaccine', 'world', 'calculated', 'could', 'risk', '300', 'million', 'company', 'money', 'would', 'still', '500', 'million', 'short', 'looked', 'retired', 'software', 'executive', 'morning', 'newsletter', 'new', 'york', 'timesbill', 'gate', 'microsoft', 'founder', 'turned', 'philanthropist', 'known', 'poonawalla', 'year', 'gate', 'spent', 'billion', 'help', 'bring', 'vaccine', 'developing', 'world', 'working', 'closely', 'pharmaceutical', 'executive', 'transform', 'market', 'became', 'powerful', 'provocative', 'private', 'player', 'global', 'end', 'conversation', 'summer', 'gate', 'made', 'promise', 'bill', 'melinda', 'gate', 'foundation', 'would', 'provide', '150', 'million', 'guarantee', 'indian', 'factory', 'could', 'move', 'ahead', 'production', 'september', 'foundation', 'doubled', 'part', '11', 'billion', 'effort', 'lay', 'groundwork', 'procure', 'coronavirus', 'vaccine', '150', 'country', 'though', 'could', 'eventually', 'cost', 'funded', 'largely', 'public', 'money', 'initiative', 'led', 'two', 'global', 'nonprofit', 'gate', 'helped', 'launch', 'bankroll', 'along', 'world', 'health', 'organization', 'relies', 'gate', 'foundation', 'one', 'largest', 'behind', 'scene', 'world', 'man', 'neither', 'scientist', 'doctor', 'see', '50', 'billion', 'foundation', 'uniquely', 'prepared', 'take', 'central', 'part', 'gate', 'team', 'drawing', 'connection', 'infrastructure', 'foundation', 'built', 'two', 'decade', 'help', 'guide', 'effort', 'know', 'work', 'government', 'know', 'work', 'pharma', 'thought', 'scenario', 'gate', 'said', 'recent', 'interview', 'need', 'least', 'term', 'expertise', 'relationship', 'play', 'key', 'role', 'first', 'vaccine', 'candidate', 'sprint', 'toward', 'regulatory', 'approval', 'question', 'immunize', 'much', 'world', 'population', 'taken', 'added', 'urgency', 'nine', 'month', 'success', 'vaccine', 'effort', 'known', 'covax', 'far', 'pulled', 'billion', 'funding', 'research', 'manufacturing', 'subsidy', 'poor', 'country', 'three', 'company', 'promised', 'deliver', 'vaccine', 'yet', 'known', 'whether', 'effective', 'may', 'difficult', 'secure', 'necessary', 'billion', 'dos', 'affordable', 'timely', 'way', 'united', 'state', 'wealthy', 'country', 'cut', 'separate', 'deal', 'recent', 'month', 'gate', 'hosted', 'online', 'roundtable', 'drug', 'company', 'official', 'pursued', 'financial', 'commitment', 'world', 'leader', 'consulted', 'frequently', 'anthony', 'fauci', 'nation', 'chief', 'infectious', 'disease', 'expert', 'longtime', 'collaborator', 'vaccine', 'initiative', 'help', 'staff', 'vaccine', 'effort', 'foundation', 'provided', 'million', 'dollar', 'mckinsey', 'initiative', 'aided', 'gate', 'fortune', 'focus', 'manages', 'help', 'protect', 'world', 'poor', 'virus', 'already', 'killed', 'million', 'people', 'affirm', 'strategy', 'promoted', 'philanthropic', 'work', 'including', 'incentive', 'drug', 'endeavor', 'fall', 'short', 'however', 'could', 'intensify', 'call', 'radical', 'pandemic', 'public', 'health', 'official', 'advocate', 'argue', 'many', 'benefited', 'unprecedented', 'public', 'funding', 'compelled', 'share', 'technology', 'data', 'maximize', 'production', 'india', 'south', 'africa', 'example', 'pushing', 'suspend', 'global', 'enforcement', 'intellectual', 'property', 'right', 'involving', 'zweli', 'lawrence', 'mkhize', 'south', 'africa', 'health', 'minister', 'said', 'usual', 'practice', 'apply', 'crisis', 'degree', 'broader', 'consultation', 'look', 'best', 'humanity', 'current', 'plan', 'global', 'vaccine', 'deal', 'poor', 'country', 'would', 'receive', 'enough', 'dos', 'inoculate', '20', 'population', 'end', 'next', 'year', 'model', 'show', 'enough', 'vaccine', 'cover', 'entire', 'world', '2024', 'consequence', 'longtime', 'gate', 'strategy', 'go', 'along', 'corporate', 'control', 'supply', 'said', 'brook', 'baker', 'northeastern', 'university', 'law', 'professor', 'policy', 'analyst', 'health', 'gap', 'advocate', 'equitable', 'access', 'drug', 'pandemic', 'real', 'problem', 'meanwhile', 'official', 'country', 'participating', 'vaccine', 'initiative', 'complain', 'barely', 'consulted', 'recently', 'pushing', 'u', 'cornering', 'u', 'order', 'make', 'u', 'pay', 'juan', 'carlos', 'zevallos', 'ecuador', 'health', 'minister', 'said', 'choice', 'vaccine', 'would', 'like', 'use', 'whatever', 'impose', 'u', 'bill', 'novel', 'coronavirus', 'linked', 'live', 'animal', 'market', 'began', 'spreading', 'rapidly', 'wuhan', 'china', 'gate', 'watched', 'office', 'outside', '14', 'leader', 'foundation', 'fearing', 'global', 'threat', 'gathered', 'plan', 'week', 'later', 'seth', 'berkley', 'chief', 'executive', 'gavi', 'vaccine', 'alliance', 'nonprofit', 'gate', 'philanthropy', 'helped', 'found', 'flew', 'seattle', 'gate', 'considered', 'get', 'vaccine', 'developing', 'world', 'march', '13', 'two', 'day', 'declared', 'global', 'pandemic', 'gate', 'conferred', 'online', '12', 'top', 'pharmaceutical', 'executive', 'including', 'head', 'pfizer', 'johnson', 'johnson', 'leading', 'vaccine', 'became', 'interested', 'immunization', 'late', '1990s', 'vaccine', 'involved', 'creating', 'new', 'technology', 'specialty', 'impact', 'measurable', 'inexpensive', 'dos', 'could', 'protect', 'hundred', 'million', 'devastating', 'disease', 'also', 'making', 'western', 'drug', 'company', 'stopped', 'producing', 'vaccine', 'back', 'finding', 'unprofitable', 'giving', 'gate', 'helped', 'create', 'new', 'business', 'model', 'involving', 'subsidy', 'advance', 'market', 'commitment', 'volume', 'guarantee', 'incentive', 'drew', 'manufacturer', 'resulting', 'many', 'lifesaving', '100', 'million', 'initial', 'pledge', 'gate', 'helped', 'create', 'coalition', 'epidemic', 'preparedness', 'innovation', 'invest', 'drug', 'experimental', 'vaccine', 'foundation', 'employee', 'also', 'funded', 'academic', 'researcher', 'installed', 'executive', 'board', 'multiple', 'nonprofit', 'directly', 'invested', 'drug', 'german', 'company', 'biontech', 'got', '55', 'million', 'equity', 'investment', 'september', '2019', 'business', 'partnering', 'pfizer', 'announced', 'last', 'week', 'jointly', 'developed', 'vaccine', 'appeared', '95', 'effective', 'applied', 'food', 'drug', 'administration', 'emergency', 'public', 'health', 'official', 'disagreed', 'gate', 'priority', 'arguing', 'directed', 'money', 'health', 'system', 'others', 'worried', 'private', 'individual', 'wielding', 'much', 'influence', 'people', 'publicly', 'criticized', 'foundation', 'fearful', 'losing', 'support', 'widespread', 'acquired', 'nickname', 'bill', 'chill', 'time', 'friction', 'evident', 'united', 'nation', 'agency', 'charged', 'international', 'public', 'health', 'gate', 'felt', 'frustrated', 'viewed', 'organization', 'rigid', 'bureaucracy', 'constraint', 'dealing', 'private', 'concern', 'growing', 'reach', 'gate', 'foundation', 'presence', 'best', 'adjunct', 'worst', 'hostile', 'takeover', 'usurpation', 'said', 'amir', 'attaran', 'university', 'ottawa', 'professor', 'law', 'foundation', 'stress', 'mutual', 'respect', 'work', 'march', 'gate', 'urging', 'drugmakers', 'move', 'fast', 'cooperate', 'one', 'another', 'open', 'library', 'drug', 'compound', 'even', 'share', 'production', 'gate', 'foundation', 'employ', 'former', 'pharmaceutical', 'executive', 'top', 'rank', 'working', 'coalition', 'epidemic', 'preparedness', 'innovation', 'helped', 'steer', 'money', 'vaccine', 'candidate', 'biotechnology', 'could', 'quickly', 'manufactured', 'suitable', 'developing', 'public', 'health', 'advocate', 'provider', 'like', 'doctor', 'without', 'border', 'thought', 'gate', 'little', 'pursue', 'equitable', 'access', 'vaccine', 'aligned', 'pharmaceutical', 'industry', 'part', 'like', 'protecting', 'way', 'life', 'james', 'love', 'director', 'knowledge', 'ecology', 'international', 'nonprofit', 'work', 'expand', 'access', 'medical', 'technology', 'said', 'gate', 'drug', 'industry', 'others', 'believed', 'would', 'maximize', 'production', 'developing', 'world', 'especially', 'rich', 'country', 'clamoring', 'dos', 'would', 'serve', 'bottom', 'line', 'india', 'south', 'africa', 'asking', 'world', 'trade', 'organization', 'enforce', 'intellectual', 'property', 'right', 'seeking', 'way', 'wrest', 'control', 'vaccine', 'big', 'company', 'ramp', 'local', 'gate', 'many', 'public', 'health', 'expert', 'thought', 'company', 'taking', 'laudable', 'step', 'help', 'ensure', 'access', 'nonprofit', 'pricing', 'licensing', 'technology', 'manufacturer', 'argued', 'drugmakers', 'would', 'take', 'costly', 'process', 'creating', 'new', 'product', 'lucrative', 'patent', 'jeopardized', 'control', 'vaccine', 'would', 'ensure', 'quality', 'safety', 'capitalism', 'thing', 'actually', 'domain', 'actually', 'work', 'gate', 'said', 'north', 'korea', 'many', 'vaccine', 'far', 'tell', 'like', 'may', '4', 'gates', 'video', 'call', 'boris', 'johnson', 'congratulated', 'british', 'prime', 'minister', 'birth', 'son', 'asked', 'case', 'sent', 'made', 'pitch', 'world', 'would', 'never', 'safe', 'virus', 'global', 'economy', 'would', 'never', 'recover', 'unless', 'poor', 'country', 'received', 'vaccine', 'treatment', 'gate', 'long', 'record', 'getting', 'rich', 'country', 'provide', 'funding', 'public', 'health', 'initiative', 'poorer', 'country', 'politician', 'saw', 'steward', 'public', 'dollar', 'nose', 'good', 'wealthy', 'country', 'asked', 'help', 'fund', 'initiative', 'supporting', 'development', 'nine', 'potential', 'vaccine', 'also', 'buy', 'dos', 'either', 'would', 'charge', 'country', 'price', 'set', 'tiered', 'price', 'nation', 'could', 'bow', 'price', 'exceeded', '21', 'per', 'dose', 'poor', 'country', 'could', 'get', 'cheap', 'subsidized', 'dos', '20', 'population', 'end', 'next', 'year', 'wealthier', 'nation', 'could', 'sign', 'much', 'attention', 'wealthy', 'nation', 'little', 'consultation', 'effort', 'intended', 'help', 'fall', 'country', 'learned', 'would', 'pay', '2', 'per', 'dose', 'significant', 'price', 'would', 'require', 'secure', 'bank', 'loan', 'grant', 'going', 'subsidized', 'yes', 'country', 'still', 'budget', 'copay', 'amount', 'said', 'chizoba', 'barbara', 'wonodi', 'nigeria', 'director', 'john', 'hopkins', 'international', 'vaccine', 'access', 'center', 'need', 'table', 'discussion', 'made', 'country', 'also', 'felt', 'squeezed', 'asked', 'pay', 'price', 'higher', 'tier', 'little', 'say', 'would', 'get', 'would', 'get', 'ecuadorian', 'health', 'minister', 'said', 'spoken', 'fellow', 'minister', 'region', 'raising', 'concern', 'president', 'say', 'get', 'choose', 'pay', 'zevallos', 'said', 'disappointed', 'berkley', 'gavi', 'director', 'acknowledged', 'frustration', 'communicate', 'everybody', 'well', 'absolutely', 'said', 'best', 'try', 'time', 'berkley', 'said', 'brought', 'together', 'entire', 'world', 'discus', 'equitable', 'access', 'vaccine', 'raised', 'substantial', 'amount', 'fund', 'true', 'coronavirus', 'case', 'multiplying', 'worldwide', 'gate', 'said', 'would', 'one', 'simple', 'way', 'judge', 'global', 'vaccine', 'initiative', 'stop', 'pandemic', 'thing', 'need', 'measured', 'article', 'originally', 'appeared', 'new', 'york', 'time', 'c', '2020', 'new', 'york', 'time', 'company']"
302,"['barrier', 'getting', 'vaccine', 'rural', 'american', 'pfizer', 'biontech', 'moderna', 'vaccine', 'delivered', 'large', 'batch', 'stringent', 'storage', 'requirement', 'putting', 'strain', 'smaller', 'hospital']"
303,"['biontech', 'ceo', 'predicts', 'return', 'normalcy', '2021', 'cnn', 'video', 'german', 'company', 'biontech', 'partner', 'drug', 'giant', 'pfizer', 'ask', 'u', 'allow', 'emergency', 'use', 'vaccine', 'candidate', 'ceo', 'ugur', 'sahin', 'tell', 'cnn', 'fred', 'pleitgen', 'exclusive', 'interview']"
304,"['biontech', 'provide', '50', 'million', 'needle', 'extract', 'vaccine', 'dos', 'reuters', 'biontech', 'supply', '50', 'million', 'specialty', 'needle', 'profit', 'country', 'struggling', 'extract', 'sixth', 'dose', 'vial', 'vaccine', 'europe', 'immunisation', 'campaign', 'hampered', 'temporary', 'supply', 'shortfall']"
305,"['pfizer', 'say', 'vaccine', '100', 'effective', 'safe', 'kid', 'young', '12', 'fox', 'news', 'pfizer', 'biontech', 'announced', 'wednesday', 'phase', '3', 'trial', 'involving', 'coronavirus', 'vaccine', 'adolescent', 'age', '12', '15', 'found', 'safe', '100', 'effective']"
306,"['taiwan', 'blame', 'force', 'blocking', 'biontech', 'vaccine', 'deal', 'china', 'say', 'nothing', 'cnn', 'chinese', 'government', 'denied', 'obstructed', 'taiwan', 'coronavirus', 'vaccine', 'purchase', 'biontech', 'island', 'health', 'minister', 'revealed', 'deal', 'german', 'drugmaker', 'fell', 'last', 'minute', 'due', 'possible', 'political', 'pressure']"
307,"['iran', 'say', 'pfizer', 'vaccine', 'batch', 'expected', 'u', 'benefactor', 'unidentified', 'group', 'philanthropist', 'plan', 'send', 'dos', 'pfizer', 'vaccine', 'iran', 'coming', 'week', 'iranian', 'medium', 'reported', 'monday', 'step', 'could', 'bring', 'country', 'middle', 'east', 'closer', 'inoculating', 'citizen', 'coronavirus', 'quoted', 'chief', 'country', 'red', 'crescent', 'society', 'saying', 'expects', 'vaccine', 'created', 'american', 'drug', 'maker', 'pfizer', 'german', 'partner', 'biontech', 'imported', '19', 'based', 'coordination', 'group', 'benefactor', 'iran', 'struggled', 'stem', 'worst', 'virus', 'outbreak', 'middle', 'east', 'infected', 'million', 'people', 'killed', 'nearly']"
308,"['brilliant', 'turk', 'found', 'remedy', 'kneejerk', 'racism', 'comment', 'time', 'world', 'people', 'might', 'saved', 'couple', 'immigrant', 'turk', 'aware', 'biontech', 'vaccine', 'may', 'seem', 'old', 'news', 'family', 'spent', 'past', 'week', 'hanging']"
309,"['pfizer', 'reportedly', 'use', 'mrna', 'technology', 'behind', 'shot', 'develop', 'vaccine', 'globe', 'mail', 'drugmaker', 'developed', 'vaccine', 'german', 'partner', 'biontech', 'se', 'ready', 'pursue', 'mrna', 'technology', 'following', 'experience', 'past', 'year', 'ceo', 'albert', 'bourla', 'told', 'wall', 'street', 'journal']"
310,"['pfizer', 'vaccine', 'advised', 'pregnant', 'woman', 'scotsman', 'pregnant', 'woman', 'advised', 'receive', 'vaccine', 'produced', 'pfizer', 'biontech', 'chief', 'medical', 'officer', 'dr', 'gregor', 'smith', 'said']"
311,"['pfizer', 'biontech', 'submit', 'request', 'emergency', 'use', 'approval', 'vaccine', 'today', 'two', 'company', 'behind', 'one', 'leading', 'vaccine', 'candidate', 'seek', 'approval', 'food', 'drug', 'administration', 'emergency', 'use', 'authorization', 'eua', 'preventative', 'treatment', 'application', 'delivered', 'today', 'pfizer', 'biontech', 'revealed', 'earlier', 'week', 'vaccine', '95', 'effective', 'based', 'phase', '3', 'clinical', 'trial', 'data', 'submitting', 'emergency', 'authorization', 'well', 'australia', 'canada', 'europe', 'japan', 'say', 'could', 'pave', 'way', 'use', 'vaccine', 'begin', 'population', 'end', 'next', 'month', 'fda', 'eua', 'program', 'allows', 'therapeutic', 'company', 'seek', 'early', 'approval', 'mitigating', 'circumstance', 'met', 'case', 'current', 'global', 'pandemic']"
312,"['covid', 'vaccine', 'could', 'adjusted', 'mutation', 'biontech', 'ceo', 'say', 'ceo', 'pfizer', 'partner', 'said', 'possible', 'make', 'new', 'vaccine', 'mimicking', 'new', 'strain', 'within', 'week']"
313,"['pfizer', 'biontech', 'seek', 'vaccine', 'approval', 'europe', 'pfizer', 'biontech', 'asked', 'european', 'regulator', 'conditional', 'approval', 'experimental', 'coronavirus', 'vaccine', 'official', 'say', 'could', 'make', 'decision', 'end']"
314,"['biontech', 'pfizer', 'raise', '2021', 'vaccine', 'production', 'target', 'dos', 'german', 'company', 'ceo', 'say', 'refrigerator', 'version', 'ready', 'within', 'month']"
315,"['say', 'testing', 'vaccine', 'effectiveness', 'new', 'highly', 'infectious', 'strain', 'biontech', 'testing', 'effectiveness', 'vaccine', 'developed', 'pfizer', 'highly', 'infectious', 'new', 'strain', 'coronavirus', 'prepares', 'send', 'million', 'dos', 'eu', 'country', 'end', 'year']"
316,"['biontech', 'ceo', 'say', 'coronavirus', 'vaccine', 'highly', 'likely', 'protect', 'new', 'strain', 'national', 'coronavirus', 'variant', 'detected', 'mainly', 'london', 'southeast', 'england', 'recent', 'week', 'sparked', 'concern', 'worldwide']"
317,"['mrna', 'vaccine', 'spark', 'innovation', 'logistics', 'expert', 'temperature', 'demand', 'pfizer', 'pfe', 'biontech', 'bntx', 'vaccine', 'paving', 'new', 'path', 'vaccine', 'delivery', 'storage']"
318,"['boris', 'johnson', 'assured', 'eu', 'could', 'get', 'vaccine', 'uk', 'factory', 'say', 'ursula', 'von', 'der', 'leyen', 'ursula', 'von', 'der', 'leyen', 'claimed', 'secured', 'assurance', 'boris', 'johnson', 'eu', 'could', 'receive', 'vaccine', 'supply', 'astrazeneca', 'factory', 'britain', 'european', 'commission', 'president', 'said', 'sunday', 'night', 'prime', 'minister', 'promised', 'britain', 'seeking', 'exclusive', 'access', 'supply', 'jab', 'british', 'government', 'never', 'said', 'wanted', 'exclusive', 'access', 'supply', 'agreement', 'astrazeneca', 'stipulates', 'company', 'must', 'supply', 'uk', '100million', 'vaccine', 'ship', 'elsewhere', 'glad', 'guaranteed', 'two', 'factory', 'produce', 'astrazeneca', 'course', 'supply', 'europe', 'european', 'vaccine', 'dos', 'example', 'pfizer', 'biontech', 'delivered', 'britain', 'said', 'mr', 'von', 'der', 'leyen', 'german', 'television', 'sunday', 'fear', 'vaccine', 'pfizer', 'belgian', 'plant', 'could', 'stopped', 'exported', 'britain', 'european', 'commission', 'threatened', 'export', 'ban', 'row', 'astrazeneca', 'spiralled', 'control', 'last', 'week', 'thought', 'mr', 'johnson', 'offered', 'similar', 'assurance', 'eu', 'supply', 'vaccine', 'britain']"
319,"['pfizer', 'biontech', 'supply', '120', 'million', 'dos', 'coronavirus', 'vaccine', 'japan', 'reuters', 'pfizer', 'inc', 'biontech', 'se', 'agreed', 'supply', 'japan', '120', 'million', 'dos', 'experimental', 'coronavirus', 'vaccine', 'first', 'half', '2021', 'company', 'said', 'friday']"
320,"['fda', 'advisory', 'committee', 'endorses', 'pfizer', 'vaccine', 'vote', 'one', 'abstention', 'doctor', 'scientist', 'agreed', 'benefit', 'pfizer', 'biontech', 'vaccine', 'outweighed', 'risk']"
321,"['scarce', 'dos', 'empty', 'vaccination', 'centre', 'germany', 'vaccine', 'rollout', 'headache', 'reuters', '10', 'story', 'corrects', 'paragraph', '16', 'say', 'pfizer', 'biontech', 'halved', '2020', 'output', 'forecast', 'november', 'december']"
322,"['praise', 'promise', 'covid', 'vaccine', 'promise', 'vaccine', 'phenomenal', 'potentially', 'world', 'health', 'organization', 'european', 'director', 'han', 'kluge', 'said', 'thursday', 'day', 'britain', 'became', 'first', 'western', 'country', 'approve', 'shot', 'britain', 'approved', 'pfizer', 'inc', 'vaccine', 'developed', 'germany', 'biontech', 'outpacing', 'world', 'race', 'begin', 'crucial', 'mass', 'inoculation', 'programme', 'history', 'speaking', 'copenhagen', 'kluge', 'said', 'vaccine', 'supply', 'would', 'limited', 'first', 'country', 'must', 'decide', 'get', 'priority', 'though', 'also', 'cited', 'growing', 'consensus', 'first', 'recipient', 'older', 'people', 'medical', 'worker', 'people', 'disease', 'britain', 'plan']"
323,"['biontech', 'founder', 'warn', 'pfizer', 'vaccine', 'supply', 'issue', 'eu', 'shot', 'slow', 'arrive', 'eu', 'due', 'relatively', 'slow', 'approval', 'regulator']"
324,"['uk', 'coronavirus', 'death', 'toll', '168', 'biggest', 'sunday', 'jump', 'since', 'late', 'may', 'mirror', 'online', 'latest', 'uk', 'death', 'hospital', 'figure', 'came', 'one', 'scientist', 'behind', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'said', 'impact', 'jab', 'kick', 'next', 'summer', 'normality', 'return', 'next', 'winter']"
325,"['pfizer', 'vaccine', 'get', 'nod', 'south', 'korea', 'first', 'three', 'expert', 'panel', 'reuters', 'first', 'three', 'expert', 'panel', 'south', 'korea', 'reviewing', 'vaccine', 'developed', 'pfizer', 'inc', 'biontech', 'gave', 'recommendation', 'tuesday', 'government', 'approve', 'vaccine']"
