,entity,label,occurrences
882,about an hour,TIME,3
883,100,MONEY,3
884,Maimonides,GPE,3
885,recent days,DATE,3
886,80 million,CARDINAL,3
887,Indigenous Services Canada,ORG,3
888,Hepatitis A,WORK_OF_ART,3
889,IEA,ORG,3
890,Paul Merriman,PERSON,3
891,the National Institutes of Health,ORG,3
892,Nova Scotia,PERSON,3
893,minutes,TIME,3
894,200,CARDINAL,3
895,more than 23 million,CARDINAL,3
896,century-old,DATE,3
897,Dec. 4,DATE,3
898,The Globe and Mail Serbia,ORG,3
899,Turkey,GPE,3
900,G7,ORG,3
901,177 million,CARDINAL,3
902,later this year,DATE,3
903,The Globe and Mail Countries,ORG,3
904,55,DATE,3
905,Saara Chaudry,PERSON,3
906,Prince Philip,PERSON,3
907,as early as next week,DATE,3
908,"250,000",CARDINAL,3
909,1.6 million,CARDINAL,3
910,Indigenous MPP,PERSON,3
911,each week,DATE,3
912,autumn,DATE,3
913,"680,000",CARDINAL,3
914,75+,DATE,3
915,Erin,PERSON,3
916,"1,508",CARDINAL,3
917,the last day,DATE,3
918,the week of Jan. 25,DATE,3
919,Brooklyn,GPE,3
920,Western University,ORG,3
921,The Globe and Mail Experts,ORG,3
922,The Morning Show,WORK_OF_ART,3
923,101,CARDINAL,3
924,UBC,ORG,3
925,"910,000",CARDINAL,3
926,last summer,DATE,3
927,Manitoba,PERSON,3
928,"more than 400,000",CARDINAL,3
929,March 29,DATE,3
930,Catholic,NORP,3
931,"1,300",CARDINAL,3
932,136,CARDINAL,3
933,Philippine,NORP,3
934,Nobel,WORK_OF_ART,3
935,yesterday,DATE,3
936,Barack Obama,PERSON,3
937,Ipsos - National,ORG,3
938,Yoshihide Suga,PERSON,3
939,The Star Toronto,WORK_OF_ART,3
940,79 per cent,MONEY,3
941,100 days,DATE,3
942,Haliburton,GPE,3
943,First Nation,ORG,3
944,Wuhan,GPE,3
945,"200,000",CARDINAL,3
946,400,CARDINAL,3
947,Peterborough,GPE,3
948,"10,000",CARDINAL,3
949,eight months,DATE,3
950,the next four weeks,DATE,3
951,Muslim,NORP,3
952,six weeks,DATE,3
953,Province,GPE,3
954,4 months,DATE,3
955,Scotians,NORP,3
956,Oxford University’s,ORG,3
957,North Korean,NORP,3
958,USask,GPE,3
959,Edmonton,GPE,3
960,60 to 64,DATE,3
961,Sylvia Jones,PERSON,3
