,entity,label,occurrences
901,Donald Trump,PERSON,1
902,24 hours,TIME,1
903,"more than 3,250",CARDINAL,1
904,a single day,DATE,1
905,DR,GPE,1
906,Frontières,PERSON,1
907,last month,DATE,1
908,last week of December,DATE,1
909,Pfizer/BioNTech,ORG,1
910,the last week of December,DATE,1
911,Jean Ca,PERSON,1
912,a day ahead,DATE,1
913,MDR,ORG,1
914,Independence Day - France,EVENT,1
915,Independence Day,EVENT,1
916,Up to 100 million,CARDINAL,1
917,20 million mark,MONEY,1
918,More than 20 million,CARDINAL,1
919,Sharon Alroy-Preis,PERSON,1
920,Pompeo,ORG,1
921,Mike Pompeo's,PERSON,1
922,United Nations,ORG,1
923,W.House - France,ORG,1
924,"over 100,000",CARDINAL,1
925,Xinhua,ORG,1
926,€100 billion,MONEY,1
927,600 million,CARDINAL,1
928,Danish,NORP,1
929,Burundi,GPE,1
930,Pierre Nkurunziza,PERSON,1
931,Oxford-AstraZeneca,ORG,1
932,Oxford University's,ORG,1
933,Drugmakers,PERSON,1
934,tens of millions,CARDINAL,1
935,Anthony F,PERSON,1
936,Paris Forum - France 24 World,ORG,1
937,Paris Forum,ORG,1
938,LatAm,ORG,1
939,LatAm,PRODUCT,1
940,Ivory Coast - Correspondence,GPE,1
941,Nearly 2 million,CARDINAL,1
942,"350,000",CARDINAL,1
943,Louis Pasteur's,PERSON,1
944,$7.5 billion,MONEY,1
945,Leaders of the Group of Seven,ORG,1
946,a little under half,DATE,1
947,19.02.2021,CARDINAL,1
